"_id",Location,window.start,window.end,l.0.sensor,l.0.value,l.1.sensor,l.1.value,l.2.sensor,l.2.value,l.3.sensor,l.3.value,l.4.sensor,l.4.value,l.5.sensor,l.5.value,l.6.sensor,l.6.value,l.7.sensor,l.7.value,l.8.sensor,l.8.value,l.9.sensor,l.9.value,l.10.sensor,l.10.value,l.11.sensor,l.11.value,l.12.sensor,l.12.value,l.13.sensor,l.13.value,l.14.sensor,l.14.value,l.15.sensor,l.15.value,l.16.sensor,l.16.value,l.17.sensor,l.17.value,l.18.sensor,l.18.value,l.19.sensor,l.19.value,l.20.sensor,l.20.value,l.21.sensor,l.21.value,l.22.sensor,l.22.value,l.23.sensor,l.23.value,l.24.sensor,l.24.value,l.25.sensor,l.25.value,l.26.sensor,l.26.value,l.27.sensor,l.27.value,l.28.sensor,l.28.value,l.29.sensor,l.29.value,l.30.sensor,l.30.value,l.31.sensor,l.31.value,l.32.sensor,l.32.value,l.33.sensor,l.33.value,l.34.sensor,l.34.value,l.35.sensor,l.35.value,l.36.sensor,l.36.value,l.37.sensor,l.37.value,l.38.sensor,l.38.value,l.39.sensor,l.39.value,l.40.sensor,l.40.value,l.41.sensor,l.41.value,l.42.sensor,l.42.value,l.43.sensor,l.43.value,l.44.sensor,l.44.value,l.45.sensor,l.45.value,l.46.sensor,l.46.value,l.47.sensor,l.47.value,l.48.sensor,l.48.value,l.49.sensor,l.49.value,l.50.sensor,l.50.value,l.51.sensor,l.51.value,l.52.sensor,l.52.value,l.53.sensor,l.53.value,l.54.sensor,l.54.value,l.55.sensor,l.55.value,l.56.sensor,l.56.value,l.57.sensor,l.57.value,l.58.sensor,l.58.value,l.59.sensor,l.59.value,l.60.sensor,l.60.value,l.61.sensor,l.61.value,l.62.sensor,l.62.value,l.63.sensor,l.63.value,l.64.sensor,l.64.value,l.65.sensor,l.65.value,l.66.sensor,l.66.value,VW30cm,VW60cm,VW90cm,VW120cm,VW150cm,T30cm,T60cm,T90cm,T120cm,T150cm,Date,Time,DMN.BR09,DMN.BR08,DMN.BR07,DMN.BR06,DMN.BR05,DMN.BR04,DMN.BR03,DMN.BR02,DMN.BR13,DMN.BR01,DMN.BR12,DMN.BR11,DMN.BR10,DMN.Accuracy,DMN.DUD,DMN.DQA,DMN.Completeness,DMN.runTime
61d064a4bf56362b3e90d863,CAF01,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,VW90cm,0.12,VW30cm,0.58,T150cm,23.14,VW90cm,0.61,VW150cm,0.23,VW60cm,0.7,T30cm,0.1,T60cm,27.16,VW60cm,0.13,VW120cm,0.81,VW90cm,0.47,T30cm,38.44,T30cm,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.415,0.39999999999999997,0.81,0.23,19.183333333333334,27.16,,,23.14,01/01/2022,15:26:00,realistic,2,2,2,2,2,true,true,realistic,true,unusual,unrealistic,realistic,40,do not use,bad quality,5,0
61d064a7bf56362b3e90d864,CAF01,2022-01-01T14:25:30.000Z,2022-01-01T14:26:00.000Z,T60cm,48.19,VW30cm,0.71,T60cm,44.48,VW120cm,0.54,T90cm,1.87,T30cm,38.81,T150cm,27.32,VW120cm,0.23,T30cm,3.92,VW60cm,0.73,T30cm,30.42,VW30cm,0.79,VW30cm,0.35,VW120cm,0.22,VW150cm,,T120cm,2.21,T120cm,18.15,T120cm,47.22,T60cm,17.97,T30cm,21.8,T120cm,41.53,VW90cm,0.73,T30cm,21.71,T90cm,7.5,T150cm,15.08,VW120cm,0.98,VW30cm,0.25,VW150cm,0.42,T90cm,14.81,VW60cm,0.31,T150cm,24.03,T30cm,24.11,T120cm,22.65,VW90cm,0.55,VW30cm,0.78,T150cm,16.09,VW60cm,0.26,T60cm,25.21,T90cm,22.53,T120cm,3.65,T60cm,9.99,T150cm,45.51,T120cm,13.74,T150cm,40.85,T120cm,26.77,VW60cm,0.13,T30cm,18.13,T120cm,43.12,T30cm,0.32,T60cm,47.68,T30cm,45.09,VW30cm,,VW30cm,0.7,T30cm,11.43,VW90cm,0.13,VW150cm,0.09,T90cm,20.9,VW150cm,0.41,VW90cm,0.4,T90cm,1.03,,,,,,,,,,,,,,,,0.35750000000000004,0.4525,0.4925,,21.573999999999998,32.25333333333334,11.44,24.33777777777778,28.146666666666665,01/01/2022,15:25:30,unrealistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,60,use,enough quality,5,1
61d064a8bf56362b3e90d865,CAF02,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T120cm,,VW30cm,0.3,VW150cm,0.76,T30cm,5.69,VW30cm,0.63,VW120cm,0.96,T60cm,34.41,T60cm,8.42,VW150cm,0.81,VW30cm,0.26,T150cm,43.69,VW120cm,0.18,VW120cm,0.12,VW90cm,0.59,VW30cm,0.43,VW30cm,,VW90cm,0.64,VW150cm,0.2,VW90cm,0.05,T30cm,28.46,VW60cm,0.47,VW60cm,0.1,T150cm,44.57,T30cm,8.17,VW60cm,0.83,T120cm,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4666666666666666,0.4266666666666667,0.41999999999999993,0.59,14.106666666666667,21.415,,,44.129999999999995,01/01/2022,15:26:00,unrealistic,2,2,2,2,2,true,true,realistic,true,unrealistic,unrealistic,realistic,20,do not use,bad quality,5,0
61d064aabf56362b3e90d866,CAF03,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T30cm,45.27,VW60cm,0.37,T30cm,18.27,VW120cm,0.02,T60cm,13.75,VW60cm,0.88,VW30cm,0.34,T90cm,6.25,T90cm,8.81,T120cm,38.21,VW150cm,0.27,T30cm,16.45,VW60cm,0.64,T60cm,1.96,VW120cm,0.7,T60cm,41.88,VW150cm,0.05,T60cm,39.47,T90cm,30.14,VW30cm,0.66,T60cm,36.08,T90cm,30.22,VW120cm,0.2,T90cm,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.63,,0.30666666666666664,0.16,26.663333333333338,26.627999999999997,22.556,38.21,,01/01/2022,15:26:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,realistic,60,use,enough quality,5,0
61d064afbf56362b3e90d868,CAF04,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,T150cm,2.72,VW120cm,0.3,VW30cm,0.16,T60cm,15.04,VW90cm,0.84,T60cm,20.07,VW90cm,0.14,T120cm,29.28,VW30cm,0.46,T30cm,14.44,T30cm,4.35,VW30cm,0.3,T90cm,20.41,VW120cm,,T60cm,24.58,T30cm,37.13,T90cm,44.58,T120cm,38.66,T30cm,12.15,T120cm,8.44,T60cm,31.91,VW60cm,0.96,T30cm,8.35,T90cm,9.04,VW30cm,0.63,VW90cm,0.41,VW60cm,0.72,VW150cm,0.16,T150cm,19.51,VW90cm,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38749999999999996,0.84,0.365,,0.16,15.284,22.9,24.676666666666666,25.459999999999997,11.115,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,unusual,40,do not use,bad quality,5,0
61d064b0bf56362b3e90d869,CAF05,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T90cm,48.33,VW30cm,0.49,T60cm,38.82,VW30cm,0.33,T120cm,15.07,T90cm,23.59,T30cm,29.68,T150cm,28.86,T90cm,25.92,T60cm,26.26,T30cm,30.89,T90cm,1.75,VW30cm,0.89,T150cm,2.33,VW30cm,0.88,T30cm,46.88,T90cm,10.26,VW60cm,0.48,T30cm,10.53,T150cm,21.79,T120cm,25.12,T90cm,26.87,VW60cm,0.72,T60cm,5.87,T120cm,6.49,T90cm,20.3,T150cm,40.25,VW150cm,0.69,T150cm,0.88,T30cm,15.42,VW30cm,0.13,VW30cm,0.83,VW60cm,0.3,T60cm,21.87,T30cm,42.32,VW120cm,0.33,T90cm,37.99,VW150cm,0.57,VW60cm,0.98,VW30cm,0.31,T120cm,19.99,VW90cm,0.88,T90cm,,T150cm,41.34,VW120cm,0.79,T30cm,35.66,T90cm,43.86,T120cm,32.82,T60cm,14.86,T90cm,19.24,T60cm,28.25,VW120cm,0.47,VW60cm,0.0,T60cm,37.38,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5514285714285714,0.496,0.88,0.53,0.6299999999999999,30.197142857142858,24.75857142857143,,19.898000000000003,22.575,01/01/2022,15:26:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,unusual,realistic,60,use,enough quality,5,0
61d064b4bf56362b3e90d86a,N/A,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T90cm,1.49,VW120cm,0.48,VW120cm,0.0,VW120cm,0.3,T90cm,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,5.23,,,01/01/2022,15:26:00,unrealistic,0,2,2,0,0,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,0
61d064b5bf56362b3e90d86b,CAF03,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,VW150cm,0.97,VW60cm,0.07,T60cm,1.47,VW150cm,0.18,T120cm,28.52,T30cm,44.39,T150cm,14.63,VW150cm,0.21,T60cm,49.32,VW30cm,0.47,VW60cm,0.97,VW150cm,0.83,VW60cm,0.9,T120cm,24.57,T30cm,37.47,VW150cm,0.12,T150cm,46.91,VW90cm,0.09,VW120cm,0.3,VW150cm,0.74,VW30cm,0.29,VW120cm,0.05,T90cm,19.49,VW120cm,0.87,VW150cm,0.65,T120cm,23.06,T30cm,15.86,VW90cm,0.88,T30cm,14.98,VW60cm,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.695,0.485,0.4066666666666667,0.5285714285714286,28.175,25.395,19.49,25.383333333333336,30.77,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d064b7bf56362b3e90d86c,CAF05,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,T30cm,15.22,T30cm,37.81,VW30cm,0.51,VW120cm,0.37,VW30cm,0.74,T30cm,48.07,T90cm,21.32,VW60cm,0.44,T90cm,33.4,T150cm,5.35,VW120cm,0.7,VW150cm,0.87,T60cm,34.58,T60cm,32.89,T90cm,23.5,T150cm,3.61,VW150cm,0.08,VW60cm,0.88,VW30cm,0.59,VW120cm,0.67,T120cm,7.17,T150cm,15.46,VW30cm,0.68,T120cm,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.66,,0.58,0.475,33.699999999999996,33.735,26.073333333333334,25.935000000000002,8.14,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,unrealistic,realistic,60,use,enough quality,5,0
61d064babf56362b3e90d86d,CAF04,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T120cm,,VW60cm,0.22,T150cm,44.02,T90cm,14.97,T30cm,41.92,T120cm,33.26,T30cm,6.98,VW90cm,0.5,VW120cm,0.76,T150cm,19.74,T60cm,0.7,VW30cm,0.27,VW120cm,0.63,VW30cm,0.09,T90cm,41.06,T120cm,33.31,VW30cm,0.89,VW60cm,0.28,VW150cm,0.54,VW120cm,0.37,VW150cm,0.15,T150cm,25.96,VW150cm,0.46,VW60cm,0.12,VW120cm,0.41,VW30cm,0.81,VW150cm,0.88,VW90cm,0.55,T150cm,37.43,VW60cm,0.09,T30cm,28.61,T30cm,44.74,VW60cm,0.96,VW60cm,0.1,T60cm,38.98,T150cm,7.01,T90cm,22.21,T60cm,4.99,VW90cm,0.51,T30cm,21.02,T30cm,39.44,T60cm,20.89,VW30cm,0.83,VW150cm,0.41,T30cm,32.39,T150cm,25.43,VW30cm,0.71,T30cm,33.86,VW30cm,0.5,VW90cm,0.36,VW150cm,0.3,VW120cm,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5857142857142856,0.295,0.48,0.45000000000000007,0.4566666666666667,31.120000000000005,16.39,26.080000000000002,,26.598333333333333,01/01/2022,15:26:00,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,1
61d064c0bf56362b3e90d86f,CAF01,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,VW90cm,0.96,T30cm,25.31,VW120cm,0.97,VW90cm,0.19,T150cm,44.73,T90cm,8.52,T60cm,20.55,VW90cm,0.72,T120cm,49.68,VW90cm,0.73,VW30cm,0.66,T90cm,8.79,T90cm,39.29,T60cm,26.68,VW120cm,0.2,VW60cm,,VW30cm,0.04,VW90cm,0.99,VW60cm,0.87,T30cm,19.79,T60cm,37.73,VW120cm,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,,0.718,0.61,,22.549999999999997,28.320000000000004,18.866666666666664,49.68,44.73,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,unrealistic,true,unusual,unusual,unrealistic,20,do not use,bad quality,5,0
61d064c6bf56362b3e90d871,CAF01,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,VW90cm,0.12,VW30cm,0.58,T150cm,23.14,VW90cm,0.61,VW150cm,0.23,VW60cm,0.7,T30cm,0.1,T60cm,27.16,VW60cm,0.13,VW120cm,0.81,VW90cm,0.47,T30cm,38.44,T30cm,19.01,VW120cm,0.45,VW90cm,0.44,T30cm,23.49,VW60cm,0.25,T30cm,34.62,T90cm,10.49,T120cm,31.14,T90cm,2.13,T120cm,28.85,T60cm,16.25,T120cm,7.25,VW150cm,,VW120cm,0.3,VW30cm,0.23,T120cm,41.13,VW120cm,0.41,T120cm,36.61,VW150cm,0.15,T60cm,7.26,VW60cm,0.04,VW30cm,0.95,VW120cm,0.71,T150cm,,T90cm,33.12,VW150cm,0.38,VW30cm,0.91,T60cm,40.9,VW120cm,0.8,T120cm,32.91,T150cm,40.38,VW120cm,0.42,VW30cm,0.16,VW120cm,,VW120cm,,T120cm,15.34,T30cm,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5660000000000001,0.28,0.41,,,27.409999999999997,22.8925,15.246666666666664,27.604285714285716,,01/01/2022,15:26:00,realistic,0,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,realistic,60,use,enough quality,4,1
61d064c7bf56362b3e90d872,CAF02,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,T90cm,18.41,VW60cm,0.58,VW30cm,0.89,T120cm,25.55,T150cm,4.31,VW120cm,0.15,T90cm,2.62,VW60cm,0.25,VW120cm,0.0,VW60cm,0.79,VW60cm,0.88,T150cm,44.55,VW90cm,0.07,VW30cm,0.43,VW60cm,0.91,T60cm,26.88,VW60cm,0.3,T60cm,25.46,T90cm,48.42,T120cm,3.75,VW120cm,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.6183333333333333,0.07,0.31333333333333335,,,26.17,23.150000000000002,14.65,24.43,01/01/2022,15:26:30,unrealistic,2,2,2,2,2,true,true,unrealistic,true,realistic,unrealistic,realistic,40,do not use,bad quality,5,0
61d064c9bf56362b3e90d873,N/A,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,VW150cm,0.39,VW60cm,0.66,VW120cm,0.93,T150cm,49.61,VW30cm,0.41,VW90cm,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.66,0.83,0.93,0.39,,,,,49.61,01/01/2022,15:26:30,unrealistic,2,2,2,2,2,true,true,unusual,true,unusual,unusual,unrealistic,0,do not use,bad quality,5,0
61d064cabf56362b3e90d874,CAF02,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T120cm,,VW30cm,0.3,VW150cm,0.76,T30cm,5.69,VW30cm,0.63,VW120cm,0.96,T60cm,34.41,T60cm,8.42,VW150cm,0.81,VW30cm,0.26,T150cm,43.69,VW120cm,0.18,VW120cm,0.12,VW90cm,0.59,VW30cm,0.43,VW30cm,,VW90cm,0.64,VW150cm,0.2,VW90cm,0.05,T30cm,28.46,VW60cm,0.47,VW60cm,0.1,T150cm,44.57,T30cm,8.17,VW60cm,0.83,T120cm,21.8,T60cm,46.43,T30cm,12.33,T30cm,18.14,VW90cm,0.67,VW120cm,0.41,T150cm,31.96,T150cm,37.3,T60cm,33.09,T120cm,23.87,T150cm,22.77,T60cm,28.37,T30cm,40.84,VW120cm,0.51,T120cm,29.45,VW150cm,0.27,VW30cm,0.86,T120cm,47.66,VW60cm,0.0,T120cm,30.33,VW60cm,0.91,T30cm,42.48,T60cm,43.6,VW90cm,0.82,T150cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462,0.554,0.43599999999999994,0.51,22.30142857142857,32.38666666666666,,,,01/01/2022,15:26:00,unrealistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,unrealistic,realistic,20,do not use,bad quality,5,1
61d064cbbf56362b3e90d875,CAF03,2022-01-01T14:26:00.000Z,2022-01-01T14:26:30.000Z,T30cm,45.27,VW60cm,0.37,T30cm,18.27,VW120cm,0.02,T60cm,13.75,VW60cm,0.88,VW30cm,0.34,T90cm,6.25,T90cm,8.81,T120cm,38.21,VW150cm,0.27,T30cm,16.45,VW60cm,0.64,T60cm,1.96,VW120cm,0.7,T60cm,41.88,VW150cm,0.05,T60cm,39.47,T90cm,30.14,VW30cm,0.66,T60cm,36.08,T90cm,30.22,VW120cm,0.2,T90cm,37.36,VW30cm,0.11,VW30cm,0.14,T60cm,9.37,T150cm,25.95,T120cm,23.57,T60cm,28.19,T90cm,10.48,VW60cm,0.77,T30cm,20.41,T60cm,42.97,VW30cm,0.84,VW30cm,0.98,VW60cm,0.81,VW90cm,0.92,T60cm,41.38,VW60cm,0.2,VW120cm,0.8,T90cm,48.39,VW30cm,0.75,VW60cm,0.79,VW150cm,0.39,T30cm,36.17,T150cm,8.44,VW90cm,0.78,VW60cm,0.04,VW90cm,0.18,VW90cm,0.64,T150cm,48.35,T90cm,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5457142857142857,0.5625000000000001,0.63,0.43,0.23666666666666666,27.314,28.33888888888889,23.4925,30.89,27.580000000000002,01/01/2022,15:26:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d064cfbf56362b3e90d876,CAF05,2022-01-01T14:27:00.000Z,2022-01-01T14:27:30.000Z,VW60cm,0.66,VW150cm,0.06,T120cm,30.53,T120cm,18.22,VW120cm,0.75,T90cm,11.56,VW150cm,0.23,T30cm,32.53,T120cm,15.68,T90cm,45.63,VW120cm,0.93,T60cm,42.41,T120cm,18.74,T90cm,46.98,VW120cm,0.33,VW60cm,0.18,VW90cm,0.22,VW150cm,,T30cm,48.92,VW120cm,0.8,T120cm,25.88,VW60cm,0.62,VW60cm,0.28,VW120cm,0.0,VW60cm,0.52,T120cm,29.95,T90cm,18.64,T30cm,42.38,VW60cm,0.68,VW120cm,0.91,VW60cm,0.55,VW150cm,0.81,T60cm,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4985714285714286,0.22,0.6200000000000001,,41.27666666666667,33.415,30.7025,23.166666666666668,,01/01/2022,15:27:00,unrealistic,0,2,2,2,2,true,true,unrealistic,true,realistic,realistic,realistic,60,use,enough quality,4,0
61d064d0bf56362b3e90d877,CAF04,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,T150cm,2.72,VW120cm,0.3,VW30cm,0.16,T60cm,15.04,VW90cm,0.84,T60cm,20.07,VW90cm,0.14,T120cm,29.28,VW30cm,0.46,T30cm,14.44,T30cm,4.35,VW30cm,0.3,T90cm,20.41,VW120cm,,T60cm,24.58,T30cm,37.13,T90cm,44.58,T120cm,38.66,T30cm,12.15,T120cm,8.44,T60cm,31.91,VW60cm,0.96,T30cm,8.35,T90cm,9.04,VW30cm,0.63,VW90cm,0.41,VW60cm,0.72,VW150cm,0.16,T150cm,19.51,VW90cm,0.07,T60cm,38.79,VW150cm,0.24,VW60cm,0.68,T150cm,32.79,T120cm,3.62,VW30cm,0.67,VW60cm,0.09,VW90cm,0.57,T60cm,6.2,VW120cm,0.71,VW30cm,0.31,T90cm,44.65,VW60cm,0.85,VW30cm,0.48,T150cm,,VW30cm,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39875,0.6599999999999999,0.40599999999999997,,0.2,15.284,22.764999999999997,29.67,20.0,,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d064d6bf56362b3e90d879,CAF03,2022-01-01T14:27:00.000Z,2022-01-01T14:27:30.000Z,VW30cm,0.79,T90cm,0.22,VW90cm,0.42,VW150cm,0.78,VW60cm,0.81,T60cm,33.94,T150cm,24.28,VW60cm,0.14,VW30cm,0.25,VW60cm,0.14,T30cm,33.51,T60cm,1.18,T150cm,32.77,VW120cm,0.61,T150cm,4.63,T120cm,13.48,T30cm,6.54,T90cm,22.67,VW150cm,,T150cm,49.3,T60cm,17.56,VW120cm,0.87,T60cm,29.16,VW30cm,0.96,T150cm,45.25,VW150cm,0.29,T30cm,,T60cm,26.81,T90cm,24.06,T90cm,20.04,T60cm,7.39,VW150cm,0.03,T30cm,17.18,VW60cm,0.17,VW120cm,0.85,T90cm,26.76,T60cm,34.43,T60cm,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.315,0.42,0.7766666666666667,,,20.99625,18.750000000000004,13.48,31.246000000000002,01/01/2022,15:27:00,unrealistic,2,2,2,2,2,true,true,unrealistic,true,unusual,realistic,realistic,40,do not use,bad quality,5,0
61d064d7bf56362b3e90d87a,CAF03,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,VW150cm,0.97,VW60cm,0.07,T60cm,1.47,VW150cm,0.18,T120cm,28.52,T30cm,44.39,T150cm,14.63,VW150cm,0.21,T60cm,49.32,VW30cm,0.47,VW60cm,0.97,VW150cm,0.83,VW60cm,0.9,T120cm,24.57,T30cm,37.47,VW150cm,0.12,T150cm,46.91,VW90cm,0.09,VW120cm,0.3,VW150cm,0.74,VW30cm,0.29,VW120cm,0.05,T90cm,19.49,VW120cm,0.87,VW150cm,0.65,T120cm,23.06,T30cm,15.86,VW90cm,0.88,T30cm,14.98,VW60cm,0.84,VW30cm,0.95,VW120cm,0.24,T90cm,44.23,VW30cm,0.07,VW60cm,0.46,T60cm,17.72,T30cm,43.29,VW90cm,0.0,VW30cm,0.97,T120cm,38.09,T30cm,1.56,T30cm,11.85,VW90cm,0.37,T30cm,17.22,VW120cm,0.13,VW60cm,0.8,T60cm,20.74,T60cm,32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.6733333333333333,0.33499999999999996,0.31799999999999995,0.5285714285714286,23.3275,24.276,31.86,28.560000000000002,30.77,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,1
61d064d8bf56362b3e90d87b,CAF05,2022-01-01T14:26:30.000Z,2022-01-01T14:27:00.000Z,T30cm,15.22,T30cm,37.81,VW30cm,0.51,VW120cm,0.37,VW30cm,0.74,T30cm,48.07,T90cm,21.32,VW60cm,0.44,T90cm,33.4,T150cm,5.35,VW120cm,0.7,VW150cm,0.87,T60cm,34.58,T60cm,32.89,T90cm,23.5,T150cm,3.61,VW150cm,0.08,VW60cm,0.88,VW30cm,0.59,VW120cm,0.67,T120cm,7.17,T150cm,15.46,VW30cm,0.68,T120cm,44.7,VW60cm,0.87,T30cm,34.07,T120cm,9.67,T90cm,20.55,VW120cm,0.79,VW120cm,0.1,T30cm,48.58,VW30cm,0.06,VW120cm,0.96,VW90cm,0.3,T30cm,20.04,T150cm,17.18,T120cm,22.35,T90cm,5.4,T90cm,46.05,T120cm,23.93,T150cm,48.75,T30cm,28.48,T60cm,3.46,VW60cm,0.22,T120cm,35.6,VW150cm,0.06,T30cm,22.99,T30cm,6.75,VW60cm,0.27,VW150cm,0.22,T90cm,24.22,T120cm,19.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516,0.536,0.3,0.5983333333333333,0.3075,29.112222222222222,23.64333333333333,24.919999999999998,23.29857142857143,18.07,01/01/2022,15:26:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d064dabf56362b3e90d87c,CAF02,2022-01-01T14:27:00.000Z,2022-01-01T14:27:30.000Z,VW150cm,0.15,VW30cm,0.63,T30cm,11.95,VW150cm,0.36,VW90cm,0.65,T30cm,35.25,T60cm,29.26,VW60cm,0.12,T90cm,19.97,VW90cm,0.71,T120cm,48.67,VW150cm,0.99,T60cm,41.93,VW30cm,0.15,VW90cm,0.33,VW60cm,0.99,VW150cm,0.56,T90cm,9.19,T60cm,2.55,VW120cm,0.23,VW60cm,0.23,T30cm,14.05,VW30cm,0.16,T120cm,10.57,VW90cm,0.76,T120cm,14.54,VW120cm,0.37,T30cm,22.77,T150cm,23.32,VW30cm,0.64,T150cm,26.71,T30cm,31.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,0.4466666666666666,0.6125,0.3,0.515,23.2,24.58,14.579999999999998,24.593333333333334,25.015,01/01/2022,15:27:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
